id,url,owner_id,name,description,language,created_at,forked_from,deleted,updated_at,forked_commit_id
21027363,https://api.github.com/repos/ubtue/ub_tools,8173924,ub_tools,Various C++ utility programs typically relating to MARC 21 manipulation.,C++,2015-05-18 16:02:47,,f,2019-05-29 13:35:25,
36928489,https://api.github.com/repos/OpenCollective/opencollective-api,9667359,opencollective-api,OpenCollective's API,JavaScript,2015-05-19 05:40:22,,f,2019-05-31 06:40:07,
21426700,https://api.github.com/repos/gatsbyjs/gatsby,8506199,gatsby,Transform plain text into dynamic blogs and websites using React.js,JavaScript,2015-05-21 22:43:05,,f,2019-05-31 08:34:15,
39095969,https://api.github.com/repos/habitat-sh/habitat,12817268,habitat,Modern applications with built-in automation,Rust,2015-05-22 22:47:14,,f,2019-05-31 21:25:48,
70764894,https://api.github.com/repos/raster-foundry/raster-foundry,37295162,raster-foundry,The Raster Foundry web application.,Scala,2015-05-28 20:25:45,,f,2019-05-30 14:57:45,
26166110,https://api.github.com/repos/hashicorp/nomad,1085418,nomad,"A Distributed, Highly Available, Datacenter-Aware Scheduler",Go,2015-06-01 10:21:00,,f,2019-05-31 14:29:18,
20814423,https://api.github.com/repos/arvidn/libtorrent,242404,libtorrent,an efficient feature complete C++ bittorrent implementation,C++,2015-06-03 05:22:03,,f,2019-05-31 00:07:17,
26373298,https://api.github.com/repos/palantir/atlasdb,67819,atlasdb,Transactional Distributed Database Layer,Java,2015-06-05 23:42:44,,f,2019-05-31 19:28:32,
21624052,https://api.github.com/repos/matrix-org/matrix-react-sdk,5084100,matrix-react-sdk,Matrix SDK for React Javascript,JavaScript,2015-06-09 16:37:07,,f,2019-05-31 10:16:40,
21237011,https://api.github.com/repos/ngageoint/hootenanny,3713140,hootenanny,high-performance conflation software,C++,2015-06-13 13:33:38,,f,2019-05-31 15:14:09,
22196424,https://api.github.com/repos/uclouvain/osis,6165995,OSIS,Open Student Information System,Python,2015-06-15 20:25:28,,f,2019-05-31 06:11:14,
22343605,https://api.github.com/repos/qorelanguage/qore,8811652,qore,Qore Programming Language,C++,2015-07-20 10:52:09,,f,2019-05-31 17:59:11,
22043279,https://api.github.com/repos/algolia/instantsearch.js,25443,instantsearch.js,instantsearch.js is a library of widgets designed for high performance instant search experiences using Algolia,JavaScript,2015-07-21 12:10:27,,f,2019-05-31 02:14:17,
31467866,https://api.github.com/repos/Talend/components,346764,components,Talend component infrastructure and public components,Java,2015-07-28 20:02:50,,f,2019-05-31 09:00:40,
51387933,https://api.github.com/repos/wazuh/wazuh,9509399,wazuh,OSSEC Wazuh fork,C,2015-08-11 17:39:03,,f,2019-05-31 09:09:34,
24158194,https://api.github.com/repos/ethereum/solidity,3137562,solidity,The Solidity Contract-Oriented Programming Language,C++,2015-08-17 12:27:26,,f,2019-05-31 02:14:17,
53560757,https://api.github.com/repos/QuantiModo/quantimodo-android-chrome-ios-web-app,2167256,quantimodo-android-chrome-ios-web-app,A generic app that can be easily configured to help the user track and optimize any given outcome variable.,JavaScript,2015-08-27 16:07:22,,f,2019-05-26 04:33:18,
24955249,https://api.github.com/repos/ec-europa/platform-dev,6921009,platform-dev,NextEuropa platform,PHP,2015-08-31 09:16:12,,f,2019-05-30 16:54:51,
28947324,https://api.github.com/repos/Microsoft/vscode,3886902,vscode,Visual Studio Code,TypeScript,2015-09-03 20:23:38,,f,2019-05-31 07:15:45,
24940878,https://api.github.com/repos/pingcap/tidb,7687401,tidb,TiDB is a distributed NewSQL database compatible with MySQL protocol ,Go,2015-09-06 04:01:52,,f,2019-05-31 09:23:27,
28947096,https://api.github.com/repos/dotnet/corert,6093870,corert,"This repo contains CoreRT, a .NET Core runtime optimized for AOT (ahead of time compilation) scenarios, with the accompanying .NET Native compiler toolchain.",C#,2015-09-15 23:10:53,,f,2019-05-31 12:25:55,
28925719,https://api.github.com/repos/isb-cgc/ISB-CGC-Webapp,6651059,ISB-CGC-Webapp,ISB CGC Webapp,JavaScript,2015-09-24 17:02:46,,f,2019-05-30 20:26:37,
30929002,https://api.github.com/repos/metasfresh/metasfresh,11163623,metasfresh,metasfresh ERP Software,Java,2015-10-06 15:38:11,,f,2019-05-31 08:51:19,
32285448,https://api.github.com/repos/uclouvain/osis-portal,6165995,osis-portal,"",JavaScript,2015-10-14 13:54:31,,f,2019-05-31 08:27:51,
27541493,https://api.github.com/repos/department-of-veterans-affairs/caseflow,2593138,caseflow,Caseflow is a web application to move appealed claims from an AOJ (Area of Jurisdiction) to the BVA (Board of Veterans Appeals).,Ruby,2015-10-15 14:32:04,,f,2019-05-31 12:49:47,
27749497,https://api.github.com/repos/ministryofjustice/prison-visits-2,1346693,prison-visits-2,A full ground-up rewrite,Ruby,2015-10-22 10:12:32,,f,2019-05-31 12:33:07,
28584132,https://api.github.com/repos/Yelp/paasta,17340,paasta,"An open, distributed platform as a service",Python,2015-10-26 21:35:53,,f,2019-05-31 17:49:44,
28136830,https://api.github.com/repos/ManifoldScholar/manifold,9431160,manifold,Transforming scholarly publications into living digital works.,Ruby,2015-10-29 14:47:07,,f,2019-05-31 20:59:48,
28576474,https://api.github.com/repos/edx/course-discovery,288514,course-discovery,edX course discovery API,Python,2015-11-09 20:57:54,,f,2019-05-31 12:59:54,
29067220,https://api.github.com/repos/Automattic/wp-calypso,25694,wp-calypso,The new JavaScript- and API-powered WordPress.com,JavaScript,2015-11-10 20:00:16,,f,2019-05-31 15:00:28,
28721149,https://api.github.com/repos/ec-europa/joinup-dev,6921009,joinup-dev,Joinup Drupal 8 development,PHP,2015-11-12 10:46:34,,f,2019-05-31 11:56:19,
32126689,https://api.github.com/repos/cloud-elements/churros,2641786,churros,:cop: Cloud Elements API testing framework,JavaScript,2015-11-17 15:32:22,,f,2019-05-31 12:47:13,
29018970,https://api.github.com/repos/alphagov/notifications-admin,8702,notifications-admin,Frontend application for notify admin,Python,2015-11-18 13:55:17,,f,2019-05-30 16:40:11,
29019493,https://api.github.com/repos/alphagov/notifications-api,8702,notifications-api,Notifications api,Python,2015-11-18 13:57:17,,f,2019-05-30 14:03:36,
51958423,https://api.github.com/repos/golemfactory/golem,32709846,golem,Golem project is to create a global prosumer market for computing power.,Python,2015-11-18 17:02:35,,f,2019-05-31 05:51:26,
29037559,https://api.github.com/repos/mattermost/docs,8553742,docs,"",Python,2015-11-19 21:48:32,,f,2019-05-31 21:13:54,
29081511,https://api.github.com/repos/alphagov/paas-cf,8702,paas-cf,Government PaaS - Cloud Foundry,Ruby,2015-11-23 11:36:57,,f,2019-05-31 07:21:13,
31152806,https://api.github.com/repos/brave/browser-laptop,8059694,browser-laptop,"Brave browser for Desktop and Laptop computers running Windows, OSX, and Linux",JavaScript,2015-11-25 22:55:10,,f,2019-05-29 10:12:36,
38234894,https://api.github.com/repos/DataDog/integrations-core,38469,integrations-core,Core integrations of the datadog agent,Python,2015-12-01 16:41:45,,f,2019-05-31 10:32:10,
35339700,https://api.github.com/repos/uber/deck.gl,41617,deck.gl,A WebGL overlay suite,JavaScript,2015-12-15 08:38:29,,f,2019-05-31 22:59:57,
43620776,https://api.github.com/repos/cilium/cilium,501056,cilium,BPF & XDP for containers,Go,2015-12-16 12:33:31,,f,2019-05-30 22:12:00,
30168919,https://api.github.com/repos/StoDevX/AAO-React-Native,10936845,AAO-React-Native,"The St. Olaf community, now in pocket size... rewritten in React Native.",JavaScript,2015-12-22 06:41:01,,f,2019-05-31 11:11:39,
25923758,https://api.github.com/repos/ONSdigital/eq-survey-runner,3569669,eq-survey-runner,eQ Survey Runner,Python,2016-01-07 13:15:26,,f,2019-05-31 10:34:50,
39112229,https://api.github.com/repos/mercadopago/px-ios,889396,px-ios,MercadoPago SDK iOS - BETA,Swift,2016-01-12 21:12:32,,f,2019-05-31 04:18:34,
39126489,https://api.github.com/repos/mercadopago/px-android,889396,px-android,MercadoPago SDK Android - BETA,Java,2016-01-12 21:18:39,,f,2019-05-31 12:08:16,
75981863,https://api.github.com/repos/DataDog/datadog-agent,38469,datadog-agent,Datadog Agent ,Go,2016-01-19 17:40:41,,f,2019-05-31 13:53:27,
31161672,https://api.github.com/repos/dart-lang/build,32346,build,"",Dart,2016-01-20 19:12:37,,f,2019-05-30 23:17:36,
41758019,https://api.github.com/repos/wireapp/wire-android,11254201,wire-android,Wire Android UI,Java,2016-01-21 08:50:07,,f,2019-05-30 14:40:48,
31244492,https://api.github.com/repos/CuBoulder/express,406955,express,Express installation profile,PHP,2016-01-22 17:35:00,,f,2019-05-14 14:07:57,
34618833,https://api.github.com/repos/Microsoft/pxt,3886902,pxt,A kinder JavaScript experience,JavaScript,2016-01-24 19:35:52,,f,2019-05-31 05:51:18,
35416635,https://api.github.com/repos/18F/identity-idp,3497088,identity-idp,18f PoC Identity Provider,Ruby,2016-01-25 22:40:59,,f,2019-05-31 17:30:08,
31647492,https://api.github.com/repos/slidewiki/slidewiki-platform,11122400,slidewiki-platform,SlideWiki Platform,JavaScript,2016-02-01 08:48:35,,f,2019-05-31 13:16:22,
31749318,https://api.github.com/repos/LiskHQ/lisk,11134983,lisk,Lisk decentralized application platform and crypto-currency,JavaScript,2016-02-01 21:45:35,,f,2019-04-30 17:57:49,
65495007,https://api.github.com/repos/Azure/azure-functions-ux,3681780,azure-functions-ux,Azure Functions UX,TypeScript,2016-02-01 23:01:22,,f,2019-05-30 21:05:13,
54282526,https://api.github.com/repos/tootsuite/mastodon,33336581,mastodon,A GNU Social-compatible microblogging server,Ruby,2016-02-22 15:01:25,,f,2019-05-31 17:59:41,
30950478,https://api.github.com/repos/pymedusa/medusa,11170449,medusa,Network PVR,Python,2016-02-23 04:57:44,,f,2019-05-31 09:44:51,
38733234,https://api.github.com/repos/mlibrary/heliotrope,4481578,heliotrope,Hydra-based digital publisher platform,Ruby,2016-02-26 17:10:56,,f,2019-05-31 20:09:39,
46634954,https://api.github.com/repos/GoogleCloudPlatform/google-cloud-eclipse,1007812,google-cloud-eclipse,Google Cloud Platform plugin for Eclipse,Java,2016-03-08 00:30:03,,f,2019-05-30 15:41:20,
35819264,https://api.github.com/repos/xamarin/Xamarin.Forms,12882,Xamarin.Forms,Xamarin.Forms official home,C#,2016-03-18 15:52:03,,f,2019-05-31 18:38:09,
40238959,https://api.github.com/repos/Alfresco/alfresco-ng2-components,232807,alfresco-ng2-components,Alfresco Angular 2 components,TypeScript,2016-04-04 09:54:25,,f,2019-05-31 12:44:32,
35406279,https://api.github.com/repos/unfoldingWord-dev/translationCore,7317636,translationCore,Focused prototype of translationCore to be produced just for Metaphors.,JavaScript,2016-04-12 20:16:59,,f,2019-05-30 19:10:30,
35381642,https://api.github.com/repos/dcos/dcos-ui,179612,dcos-ui,The UI for The Datacenter Operating System,JavaScript,2016-04-18 22:48:06,,f,2019-05-31 12:52:27,
36389199,https://api.github.com/repos/Automattic/wp-e2e-tests,25694,wp-e2e-tests,Automated End to End Tests for WordPress.com,JavaScript,2016-05-03 02:49:24,,f,2019-05-14 22:50:01,
64996752,https://api.github.com/repos/desktop/desktop,103130,desktop,Extend your GitHub workflow beyond your browser with GitHub Desktop,TypeScript,2016-05-11 15:59:00,,f,2019-05-31 16:26:22,
61456975,https://api.github.com/repos/JetBrains/kotlin-native,26731,kotlin-native,,Kotlin,2016-05-16 18:40:45,,f,2019-05-31 13:26:18,
37705938,https://api.github.com/repos/keybase/kbfs,2551116,kbfs,"",Go,2016-05-26 22:37:42,,f,2019-05-23 11:38:15,
71812389,https://api.github.com/repos/vespa-engine/vespa,36502415,vespa,Vespa - the open big data serving engine,Java,2016-06-03 20:54:20,,f,2019-05-30 21:19:18,
42627465,https://api.github.com/repos/demisto/content,7632169,content,"This repository will contain all Demisto content, and from here we will share content updates",Python,2016-06-06 12:17:02,,f,2019-05-31 01:36:12,
38520832,https://api.github.com/repos/nextcloud/android,13699164,android,☎️ The Nextcloud Android App,Java,2016-06-06 21:23:36,,f,2019-05-31 11:03:17,
76457192,https://api.github.com/repos/Unity-Technologies/ScriptableRenderPipeline,145549,ScriptableRenderPipeline,Scriptable Render Pipeline,C#,2016-06-28 20:37:43,,f,2019-05-31 02:15:13,
40704008,https://api.github.com/repos/SkillsFundingAgency/das-employerapprenticeshipsservice,6452166,das-employerapprenticeshipsservice,,JavaScript,2016-07-06 15:07:32,,f,2019-05-31 08:46:11,
41578214,https://api.github.com/repos/goalgorilla/open_social,7325398,open_social,Open Social Install profile Drupal 8,PHP,2016-07-19 12:56:46,,f,2019-05-31 09:51:17,
41833333,https://api.github.com/repos/wireapp/wire-ios,11254201,wire-ios,Wire iOS client (iPhone and iPad),Objective-C,2016-07-21 09:16:34,,f,2019-05-30 21:22:35,
62925165,https://api.github.com/repos/decidim/decidim,35107776,decidim,The participatory democracy framework,Ruby,2016-08-17 14:27:06,,f,2019-05-31 09:48:38,
50741209,https://api.github.com/repos/influxdata/chronograf,10954408,chronograf,Open source monitoring and visualization UI for the entire TICK stack,JavaScript,2016-08-24 23:28:56,,f,2019-05-31 17:40:28,
44561402,https://api.github.com/repos/dhis2/dhis2-core,2299820,dhis2-core,DHIS 2 Core,Java,2016-08-30 12:57:05,,f,2019-05-31 10:00:49,
49181770,https://api.github.com/repos/hyperledger/iroha,4055602,iroha,"Iroha - A simple, decentralized ledger",C++,2016-09-04 11:17:53,,f,2019-05-31 12:59:54,
49365164,https://api.github.com/repos/PennyDreadfulMTG/Penny-Dreadful-Tools,31259621,Penny-Dreadful-Tools,,Python,2016-09-27 07:22:15,,f,2019-05-30 23:53:08,
48112459,https://api.github.com/repos/mattermost/mattermost-mobile,8553742,mattermost-mobile,,JavaScript,2016-10-07 16:52:32,,f,2019-05-31 17:12:56,
48339835,https://api.github.com/repos/zalando-incubator/kubernetes-on-aws,12553886,kubernetes-on-aws,Deploying K8s on AWS with CloudFormation and CoreOS,Ruby,2016-10-14 06:55:28,,f,2019-05-31 05:49:13,
48605934,https://api.github.com/repos/githubschool/on-demand-github-pages,3809328,on-demand-github-pages,,Ruby,2016-10-17 16:09:55,,f,2019-05-08 02:42:23,
50268349,https://api.github.com/repos/aspnet/SignalR,3461168,SignalR,Incredibly simple real-time web for ASP.NET Core,C#,2016-10-17 16:39:15,,f,2019-05-31 18:40:57,
49081522,https://api.github.com/repos/chain/chain,1086302,chain,Chain Core Developer Edition,Go,2016-10-24 01:12:26,,f,2019-05-31 18:50:09,
50519944,https://api.github.com/repos/palantir/blueprint,67819,blueprint,A React UI toolkit for the Web,TypeScript,2016-10-25 21:17:50,,f,2019-05-31 20:44:37,
50862842,https://api.github.com/repos/wix/wix-style-react,141520,wix-style-react,Common React UI components for all Wix verticals developing in React,JavaScript,2016-11-14 14:37:00,,f,2019-05-31 08:19:06,
61684386,https://api.github.com/repos/mapbox/mapbox-navigation-ios,29218,mapbox-navigation-ios,Turn-by-turn navigation logic and UI in Swift or Objective-C on iOS,Swift,2016-11-16 01:23:44,,f,2019-05-31 17:36:21,
50971335,https://api.github.com/repos/tulibraries/tul_cob,5915987,tul_cob,Catalogue on Blacklight,Ruby,2016-11-16 20:14:21,,f,2019-05-31 20:52:45,
66828187,https://api.github.com/repos/samvera/hyrax,36151360,hyrax,"Hyrax is a front-end based on the robust Samvera framework, providing a user interface for common repository features",Ruby,2016-11-29 23:09:59,,f,2019-05-30 19:44:25,
52645726,https://api.github.com/repos/material-components/material-components-web,32898331,material-components-web,Modular and customizable Material Design UI components for the web,JavaScript,2016-12-05 16:04:09,,f,2019-05-31 04:36:04,
54215306,https://api.github.com/repos/DoSomething/phoenix-next,444531,phoenix-next,"It's Phoenix, but with 100% less Drupal!",PHP,2016-12-05 16:08:36,,f,2019-05-30 18:06:14,
52596360,https://api.github.com/repos/liqd/a4-meinberlin,819189,a4-meinberlin,,Python,2016-12-12 13:19:42,,f,2019-05-31 11:45:59,
53322648,https://api.github.com/repos/topbox-rci/rci-components,31306600,rci-components,React components for the RCI project,JavaScript,2016-12-13 20:05:28,,f,2019-05-30 17:14:01,
62223403,https://api.github.com/repos/strongloop/loopback-next,1547219,loopback-next,LoopBack makes it easy to build modern applications that require complex integrations.,TypeScript,2017-01-09 17:27:14,,f,2019-05-31 22:29:00,
73972495,https://api.github.com/repos/wellcometrust/platform,1166552,platform,The new Wellcome Collection digital platform.,Scala,2017-01-27 15:27:42,,f,2019-05-31 14:14:12,
55994508,https://api.github.com/repos/ORNL-AMO/AMO-Tools-Desktop,10862913,AMO-Tools-Desktop,AMO Tools Desktop,TypeScript,2017-01-30 16:26:56,,f,2019-05-31 16:08:45,
57789211,https://api.github.com/repos/giantswarm/aws-operator,4591065,aws-operator,AWS operator creates/configure/manages Kubernetes clusters on AWS by using Giantnetes.,Go,2017-02-01 12:47:41,,f,2019-05-30 12:49:08,
56516743,https://api.github.com/repos/SmarterApp/RDW_Reporting,3628406,RDW_Reporting,"RDW reporting tier (web app, backend services, etc.)",Java,2017-02-08 18:31:23,,f,2019-05-31 05:53:17,
63447246,https://api.github.com/repos/Wikia/mobile-wiki,616093,mobile-wiki,Wiki pages on mobile web,JavaScript,2017-02-13 10:53:45,,f,2019-05-31 14:18:43,
58717017,https://api.github.com/repos/GoogleCloudPlatform/forseti-security,1007812,forseti-security,"A suite of security tools that provide visibility, detection, and enforcement for an organization's use of Google Cloud Platform.",Python,2017-02-16 18:01:26,,f,2019-05-25 03:32:48,
64733867,https://api.github.com/repos/Theia-IDE/Theia,35944200,Theia,A Javascript framework for native desktop and cloud-based IDEs.,TypeScript,2017-02-24 14:42:05,,f,2019-05-31 18:18:12,
67847962,https://api.github.com/repos/uktrade/data-hub-frontend,30798448,data-hub-frontend,The frontend rendering application for Data Hub,JavaScript,2017-03-03 17:26:35,,f,2019-05-31 09:55:15,
65927781,https://api.github.com/repos/EOSIO/eos,35364167,eos,,C++,2017-04-05 17:09:53,,f,2019-05-31 18:56:43,
65102301,https://api.github.com/repos/firebase/firebase-ios-sdk,76839,firebase-ios-sdk,Firebase iOS SDK,Objective-C,2017-04-22 00:26:50,,f,2019-05-31 22:48:57,
63852919,https://api.github.com/repos/facebookresearch/ParlAI,12396923,ParlAI,A framework for training and evaluating AI models on a variety of openly available dialog datasets.,Python,2017-04-24 17:10:44,,f,2019-05-31 12:34:17,
65328888,https://api.github.com/repos/hasgeek/events,39510,events,,Ruby,2017-05-16 12:14:34,,f,2019-05-30 10:54:01,
66747187,https://api.github.com/repos/newsuk/times-components,34473004,times-components,A collection of reusable components used by The Times,JavaScript,2017-06-02 09:41:03,,f,2019-05-31 09:37:19,
91583484,https://api.github.com/repos/blockchain/blockchain-wallet-v4-frontend,52144,blockchain-wallet-v4-frontend,Pre-release,JavaScript,2017-06-12 17:20:32,,f,2019-05-31 16:51:50,
86111162,https://api.github.com/repos/Walkover-Web-Solution/Giddh-New-Angular4-App,39639857,Giddh-New-Angular4-App,New web and electron app on Angular4,TypeScript,2017-06-16 15:04:27,,f,2019-05-31 09:14:33,
83172029,https://api.github.com/repos/mesosphere/dcos-docs-site,2207728,dcos-docs-site,New Mesosphere DC/OS Documentation Website,JavaScript,2017-07-05 19:46:48,,f,2019-05-31 22:09:10,
76048571,https://api.github.com/repos/Bytom/bytom,36329157,bytom,Bytom,Go,2017-07-14 01:47:33,,f,2019-05-31 06:18:41,
95976363,https://api.github.com/repos/open-learning-exchange/planet,1259037,planet,AngularBellApp using couch 2.0. Part of OLE,TypeScript,2017-07-18 06:55:53,,f,2019-05-31 05:26:02,
70599789,https://api.github.com/repos/sonm-io/core,33391564,core,,Go,2017-07-26 12:57:50,,f,2019-05-29 11:59:59,
71245009,https://api.github.com/repos/MrLuit/EtherScamDB,12906755,EtherScamDB,Keep track of all current ethereum scams in a large database,JavaScript,2017-07-31 21:01:56,,f,2019-05-28 23:55:50,
73235251,https://api.github.com/repos/chanzuckerberg/idseq-web,32100900,idseq-web,,Ruby,2017-08-02 18:24:03,,f,2019-05-31 23:55:50,
75424982,https://api.github.com/repos/culturagovbr/salic-minc,8119829,salic-minc,,PHP,2017-09-22 17:41:11,,f,2019-05-31 21:54:37,
83235192,https://api.github.com/repos/Microsoft/pai,3886902,pai,Resource scheduling and cluster management for AI,Java,2017-09-25 11:24:51,,f,2019-05-31 02:16:55,
78278872,https://api.github.com/repos/heremaps/oss-review-toolkit,1043353,oss-review-toolkit,A suite of tools to assist with reviewing Open Source Software dependencies.,Kotlin,2017-10-19 11:59:49,,f,2019-05-31 16:41:05,
78577517,https://api.github.com/repos/stream-labs/streamlabs-obs,39028134,streamlabs-obs,Electron client for the Streamlabs OBS streaming software.,TypeScript,2017-10-26 21:50:19,,f,2019-05-31 21:03:45,
93077663,https://api.github.com/repos/brave/brave-core,8059694,brave-core,New version of muon based on chromium and for all platforms,C++,2017-11-10 03:33:30,,f,2019-05-31 21:48:31,
104833201,https://api.github.com/repos/unlock-protocol/unlock,45008052,unlock,Unlock is the web's new business model,JavaScript,2017-12-01 02:08:01,,f,2019-05-31 04:32:13,
81933048,https://api.github.com/repos/MagentaTA/dev,39800704,dev,Develop,PHP,2017-12-01 12:55:06,,f,2019-05-31 11:30:29,
86055052,https://api.github.com/repos/transcom/mymove,38487415,mymove,Personal Property Prototype,JavaScript,2017-12-18 22:41:12,,f,2019-05-31 14:41:24,
83990021,https://api.github.com/repos/tronprotocol/java-tron,40261730,java-tron,Java implementation of the Tron whitepaper,Java,2017-12-26 10:20:38,,f,2019-05-31 03:58:57,
84358150,https://api.github.com/repos/Zilliqa/Zilliqa,38618813,Zilliqa,Zilliqa is the world's first high-throughput public blockchain platform - designed to scale to thousands ​of transactions per second.,C++,2017-12-27 07:42:33,,f,2019-05-30 08:22:19,
98008633,https://api.github.com/repos/influxdata/platform,10954408,platform,The community version of the InfluxData Platform for Time Series,Go,2018-05-09 16:17:29,,f,2019-05-19 16:08:58,
104387791,https://api.github.com/repos/insolar/insolar,44644871,insolar,Abstract networking layer,Go,2018-07-05 09:49:28,,f,2019-05-31 07:27:40,
11109295,https://api.github.com/repos/empirical-org/Empirical-Core,2640666,empirical-core,"Empirical-Core is our web app for managing students, assigning activities, and viewing results. Core seamlessly incorporates 3rd party applications via the Empirical API.",Ruby,2013-04-25 18:46:12,,f,2019-04-16 15:03:50,
13007562,https://api.github.com/repos/ioam/holoviews,571800,holoviews,Stop plotting your data - annotate your data and let it visualize itself,Python,2014-05-07 16:59:22,,f,2019-02-23 15:46:22,
13930179,https://api.github.com/repos/ITAAcademy/IntITA,5833745,IntITA,"",PHP,2014-11-24 18:40:02,,f,2019-04-16 18:34:22,
21613416,https://api.github.com/repos/mattermost/platform,8553742,platform-2,Open source Slack-alternative in Golang and React - Mattermost,JavaScript,2015-06-15 06:50:02,,f,2019-04-03 07:01:26,
10882164,https://api.github.com/repos/sequenceiq/cloudbreak,2969141,cloudbreak,Cloudbreak is a cloud agnostic Hadoop as a Service API.,Java,2014-05-10 10:03:07,,f,2019-04-22 01:49:26,
23472581,https://api.github.com/repos/mulesoft/mulesoft-docs,7037,mulesoft-docs,Main MuleSoft documentation repository,Java,2015-05-19 20:21:17,,f,2019-01-27 05:01:59,
31908789,https://api.github.com/repos/ethcore/parity,11186124,parity,Ethcore implementation,Rust,2015-11-23 11:07:32,,f,2019-04-13 20:12:55,
59780342,https://api.github.com/repos/paritytech/parity,34766499,parity,"Fast, light, robust Ethereum implementation",Rust,2015-11-23 11:07:32,,f,2018-12-11 01:44:02,
